id,name
Ethnic_1,Aceh
Ethnic_2,Bali
Ethnic_3,Banjar
Ethnic_4,Banten
Ethnic_5,Batak
Ethnic_6,Betawi
Ethnic_7,Bugis
Ethnic_8,Chinese
Ethnic_9,Cirebon
Ethnic_10,Dayak
Ethnic_11,Jawa
Ethnic_12,Madura
Ethnic_13,Makasar
Ethnic_14,Melayu
Ethnic_15,Minahasa
Ethnic_16,Minangkabau
Ethnic_17,NTB
Ethnic_18,NTT
Ethnic_19,Papua
Ethnic_20,Sasak
Ethnic_21,Sulawesi
Ethnic_22,Sumatra
Ethnic_23,Sunda
