id,name
Faculty_1,Art
Faculty_2,Commerce
Faculty_3,Economic
Faculty_4,Education
Faculty_5,Engineering
Faculty_6,Humanities
Faculty_7,Medical
Faculty_8,Law
Faculty_9,Politic
