id,name
Langskill_1,Arabic
Langskill_2,Bahasa Indonesia
Langskill_3,Bali
Langskill_4,Batak
Langskill_5,Chinese
Langskill_6,Dutch
Langskill_7,English
Langskill_8,French
Langskill_9,Greek
Langskill_10,Hebrew
Langskill_11,Hindi
Langskill_12,Hokkian
Langskill_13,Japanese
Langskill_14,Jawa
Langskill_15,Korean
Langskill_16,Madura
Langskill_17,Malay
Langskill_18,Sunda
