id,name
Skill_1,Microsoft Office
Skill_2,Presentation
Skill_3,Photoshop
Skill_4,CAD
Skill_5,Video Editing
Skill_6,Web Development
Skill_7,Apps Development
Skill_8,Arduino IDE
Skill_9,Python
Skill_10,Java
Skill_11,C++
Skill_12,Wordpress
